attempt_count,hint_count,type,first_action,Average_confidence(CONFUSED),tot_seconde_diff,cognitive_score
2,4,2,0,0.1655983333333333,20.0,2
4,0,1,0,0.0,30.0,1
6,0,2,0,0.0,91.0,2
4,2,1,0,0.0,184.0,2
1,1,1,1,0.0,199.0,2
2,1,1,0,0.0,178.0,2
6,3,1,0,0.0,586.0,2
20,1,2,0,0.0,949835.0,2
5,0,2,0,0.0,431230.0,2
4,0,2,0,0.23664125,12.0,2
7,2,2,0,0.0,48.0,2
5,0,2,0,0.0,345.0,1
3,0,1,0,0.0,1848.0,2
2,3,2,0,0.198718,11.0,2
4,0,2,0,0.4920635,3455824.0,2
2,0,2,0,0.0,58.0,1
1,0,2,0,0.0,282.0,3
1,0,2,0,0.0,242.0,3
2,4,3,0,0.0,26.0,1
6,3,2,0,0.0,194.0,2
2,0,2,0,0.0,182.0,2
1,0,0,0,0.0,10.0,2
1,0,3,0,0.0,184.0,2
3,0,2,0,0.3155216666666666,21.0,1
2,0,2,0,0.925373,873570.0,2
3,1,2,0,0.0,363.0,2
4,0,1,0,0.1957894,95.0,2
1,4,2,1,0.198718,14.0,2
2,0,1,0,0.0,128.0,1
6,0,1,0,0.0,171.0,2
5,2,2,0,0.0,297.0,2
1,1,1,1,0.0,50.0,2
2,0,2,0,0.0,277.0,2
2,1,1,0,0.0,142.0,2
2,0,1,0,0.0,387.0,2
6,0,2,0,0.0,57.0,2
4,0,1,0,0.23664125,48.0,2
3,1,1,0,0.0,308.0,2
2,0,1,0,0.484375,23.0,2
2,3,2,0,0.198718,20.0,2
3,3,2,0,0.984127,1891544.0,1
4,3,2,0,0.0,42.0,1
4,0,2,0,0.0,182.0,2
2,4,2,0,0.1589743333333333,30.0,2
3,1,1,0,0.0,33278.0,2
4,4,2,0,0.12419875,57.0,2
2,3,2,0,0.5823862,33.0,2
2,1,2,0,0.0,109.0,2
5,2,2,0,0.2857142857142857,73.0,2
5,3,2,0,0.12109375,38.0,2
6,1,2,0,0.0,117.0,2
1,0,0,0,0.0,219.0,2
1,0,0,0,0.0,40.0,3
7,0,2,0,0.1398495714285714,85.0,2
4,0,2,0,0.0,213.0,2
1,0,2,0,0.0,332.0,3
2,0,3,0,0.0,11.0,2
1,0,3,0,0.0,121.0,3
3,1,2,0,0.2384615,41.0,2
1,4,2,1,0.0,56.0,2
5,0,2,0,0.0,42.0,2
2,0,2,0,0.0,5774.0,3
1,1,2,1,0.0,69.0,2
9,1,2,0,0.0,201.0,2
2,0,2,0,1.0,48.0,2
5,3,2,0,0.0,277.0,2
6,0,2,0,0.0,163.0,2
1,1,1,1,0.0,127.0,2
6,4,2,0,0.0,43.0,2
2,3,1,0,0.0,41.0,1
2,3,2,0,0.3894872,24.0,2
2,0,2,0,0.0,134.0,2
2,2,2,0,0.0,62.0,1
2,1,1,0,0.0,216.0,2
3,3,2,0,0.479407,27.0,2
1,3,3,1,0.0,14.0,2
3,1,3,0,0.0,40.0,2
6,1,2,0,0.0,803.0,2
1,0,3,0,1.0,20.0,3
1,0,3,0,0.0,128.0,2
4,4,2,0,0.0,26.0,2
2,1,2,0,0.0,112.0,2
4,3,2,0,0.2720457142857142,30.0,2
6,4,2,0,0.1878788,46.0,2
2,0,2,0,0.0,332.0,2
3,0,2,0,0.3333333333333333,69.0,2
4,0,1,0,0.0,37.0,2
4,0,1,0,0.0,88.0,2
1,0,1,2,0.0,84.0,2
2,2,2,0,0.0,181.0,2
2,3,2,0,0.0,42.0,1
1,0,1,0,0.939394,20.0,2
1,3,2,1,0.0,5.0,2
2,2,2,0,0.0,690947.0,1
2,2,2,0,0.0,142.0,2
2,0,1,0,0.4894735,14.0,1
2,2,1,0,0.2421875,89.0,2
1,1,1,1,0.476923,24.0,2
3,0,2,0,0.0,198.0,1
5,4,2,1,0.0,84.0,2
7,4,2,0,0.0,59.0,2
11,1,1,0,0.0,544.0,2
17,4,2,0,0.0,138.0,2
4,0,2,0,0.0,17.0,1
1,0,3,0,0.0,112.0,2
1,4,2,1,0.0,81.0,2
5,4,2,0,0.0,97.0,2
4,1,1,0,0.0,113.0,2
3,0,2,0,0.6262626666666666,38.0,2
2,0,2,0,0.0,175.0,2
2,0,2,0,0.0,146.0,1
7,1,2,0,0.0,174.0,2
4,1,2,0,0.0,249.0,1
18,3,2,0,0.0,112.0,2
1,3,2,1,0.0,80.0,2
2,0,2,0,0.9894735,11.0,2
2,2,0,0,0.0,24.0,2
6,3,2,0,0.1111111111111111,20.0,2
4,4,2,0,0.0,23.0,2
2,0,2,0,0.0,129.0,2
12,4,2,0,0.0,153.0,2
8,2,1,0,0.0,257.0,2
4,1,1,0,0.0,32.0,2
3,0,1,0,0.0,60.0,2
1,3,1,1,0.0,17.0,2
2,1,2,1,0.0,279.0,2
2,0,1,0,0.0,585.0,2
2,3,2,0,0.3757576,33.0,2
3,3,1,0,0.0,24.0,2
2,1,2,0,0.0,119.0,2
5,2,2,0,0.0,89.0,2
4,0,1,0,0.0,50.0,2
2,3,2,0,0.2,30.0,2
5,4,2,0,0.0,70.0,2
2,1,1,0,0.0,12.0,1
1,1,1,1,0.0,29.0,1
1,0,1,0,0.0,507.0,3
4,1,1,0,0.0,17.0,2
2,0,2,0,0.0,1034940.0,2
7,3,2,0,0.0,515.0,2
5,3,2,0,0.125,137.0,1
5,0,1,0,0.0,69.0,2
5,0,2,0,0.0,356.0,2
3,3,3,0,0.0,36.0,2
2,4,2,0,0.1614583333333333,51.0,2
2,0,2,0,0.4558825,27.0,1
2,3,2,0,0.2,154.0,1
1,3,2,1,0.953846,149.0,2
4,0,1,0,0.0,14.0,2
5,0,2,0,0.0,37.0,1
4,0,2,0,0.24473675,26.0,2
3,0,2,0,0.0,108437.0,2
3,3,2,0,0.0,54.0,1
1,0,1,0,1.0,1.0,3
3,0,2,0,0.6526313333333333,17.0,2
12,1,1,0,0.0,418.0,2
2,0,1,0,0.0,565.0,2
3,0,1,0,0.0,202.0,2
2,4,2,0,0.0,12.0,2
1,0,1,0,0.989362,352.0,3
15,1,1,0,0.0,105.0,2
3,0,1,0,0.65625,50.0,2
5,0,1,0,0.0,87.0,2
4,1,2,0,0.0,40.0,2
3,3,2,0,0.6666666666666666,43.0,2
1,0,1,0,0.0,529.0,3
5,0,2,0,0.0,61.0,2
4,0,2,0,0.0,953741.0,2
1,3,2,1,0.0,218.0,2
6,3,2,0,0.0,51.0,2
4,1,2,0,0.0,134.0,2
3,0,1,2,0.0,24.0,2
1,1,2,1,0.0,134.0,2
3,0,3,0,0.0,47.0,2
1,0,3,0,0.0,53.0,1
2,0,2,0,0.4894735,14.0,2
5,0,2,0,0.189313,17.0,2
6,3,2,0,0.0,539.0,2
3,4,2,0,0.1419414285714285,248.0,2
5,0,2,0,0.0,26.0,1
3,0,2,0,0.0,44.0,1
2,0,1,0,0.0,99.0,1
2,0,2,0,0.4920635,25.0,2
1,0,1,0,0.0,215.0,2
1,0,1,0,0.0,246.0,3
3,3,2,1,0.0,32.0,1
10,0,1,0,0.0,181.0,2
3,3,2,0,0.325641,29.0,2
2,0,2,0,0.0,63.0,1
5,0,2,0,0.1850746,30.0,2
3,4,2,0,0.1341991428571428,33.0,2
3,1,2,1,0.5,35.0,2
3,1,2,0,0.2421875,130.0,2
2,2,2,1,0.0,45.0,2
4,2,0,0,0.0,99.0,2
3,1,2,0,0.0,112.0,1
1,0,3,0,0.0,106.0,2
1,0,3,0,0.0,165.0,2
3,0,2,0,0.3333333333333333,15.0,2
1,0,1,0,0.0,67.0,1
5,0,2,0,0.1968254,198.0,2
4,3,2,0,0.0,581773.0,2
3,1,1,0,0.0,66.0,1
6,0,1,0,0.0,39.0,2
3,0,1,0,0.3084576666666666,36.0,2
3,0,1,0,0.0,176.0,2
4,0,2,0,0.0,304.0,2
9,3,1,1,0.1565656666666666,119.0,1
2,0,1,0,0.978947,16.0,2
2,3,2,0,0.0,102.0,2
8,2,2,0,0.0,24.0,2
1,0,1,0,0.0,123.0,2
6,0,2,0,0.0,605986.0,2
3,0,2,0,0.3229166666666666,146.0,2
6,1,1,0,0.1341991428571428,40.0,2
4,3,2,0,0.0,184.0,2
3,2,2,0,0.2,31.0,2
6,3,2,0,0.0,104.0,2
3,3,2,0,0.0,102.0,2
2,4,2,0,0.0,231.0,2
2,2,2,0,0.0,79.0,2
3,0,2,0,0.3131313333333333,21.0,2
1,0,2,0,0.0,222.0,3
2,3,2,0,0.2,26.0,2
9,0,2,0,0.1087718888888888,78.0,2
7,0,2,0,0.0,166.0,2
3,0,3,0,0.0,9.0,2
1,0,2,0,0.0,175.0,3
4,1,2,0,0.0,55.0,2
9,3,2,0,0.0,207.0,1
1,0,0,0,0.0,373.0,3
1,0,3,0,0.0,60.0,1
1,0,3,0,0.984127,128.0,3
1,0,3,0,0.984127,104.0,3
2,0,2,0,0.0,163635.0,2
7,0,2,0,0.0,112.0,2
2,0,1,0,0.469697,90.0,2
2,2,1,0,0.0,272.0,2
2,4,1,0,0.0,86.0,2
2,0,1,0,0.5,48.0,2
1,0,1,0,0.984127,6.0,2
3,1,1,0,0.0,152.0,2
2,1,1,0,0.0,172.0,2
6,3,2,0,0.2103477777777777,26.0,2
1,4,2,1,0.0,188.0,2
2,3,2,0,0.2,39.0,2
2,0,1,0,0.0,94.0,2
3,4,2,0,0.1383928571428571,31.0,2
4,4,2,0,0.0,34.0,2
1,0,2,0,0.984127,466.0,3
1,0,2,0,0.946565,15.0,3
4,3,2,0,0.5522911428571428,49.0,2
3,0,2,0,0.0,160357.0,1
4,1,2,0,0.2,29.0,2
10,1,2,0,0.0,200.0,2
5,3,2,0,0.113970625,39.0,2
1,1,2,1,0.0,55.0,2
3,1,2,0,0.0,213.0,2
2,0,3,0,0.469697,37.0,2
1,2,2,1,0.0,55.0,2
3,0,2,0,0.0,262460.0,2
2,1,2,0,0.0,133.0,2
6,3,2,0,0.0,122.0,2
3,0,2,0,0.3333333333333333,119.0,2
7,1,2,0,0.0,116.0,2
6,1,1,0,0.0,159.0,1
2,0,2,0,0.4894735,27.0,2
1,0,1,0,0.0,308.0,3
6,0,2,0,0.1631578333333333,33.0,2
4,3,2,0,0.0,12.0,2
2,1,1,0,0.0,140.0,2
3,3,2,0,0.1666666666666666,37.0,2
16,4,2,0,0.0,3968361.0,2
2,3,2,0,0.0,121.0,2
3,3,0,1,0.0,50.0,2
3,1,2,0,0.0,214.0,2
2,4,2,0,0.0,206.0,2
2,4,2,0,0.0,163.0,2
4,2,1,0,0.0,70.0,2
1,0,3,0,0.0,132.0,2
3,0,2,0,0.0,7.0,1
2,0,1,0,0.0,310.0,2
3,3,2,0,0.3333333333333333,65.0,2
7,0,2,0,0.1383928571428571,413.0,2
2,0,2,0,0.5,39.0,1
2,2,2,0,0.2384615,25.0,2
1,0,2,0,0.0,330.0,3
7,3,2,0,0.0,172852.0,2
2,0,2,0,0.0,207.0,2
2,0,1,0,0.5,166.0,2
1,0,1,0,1.0,26.0,2
14,4,2,0,0.0,683.0,2
4,0,2,0,0.4894735,9.0,2
16,3,2,0,0.0,159.0,2
1,2,2,1,0.0,189.0,2
3,3,2,0,0.0,61.0,1
2,3,2,0,0.3815384,33.0,2
9,1,1,0,0.0,70.0,2
3,1,2,0,0.0,745.0,2
1,0,1,0,0.96875,53.0,3
4,0,1,0,0.2348485,455.0,2
6,0,2,0,0.0,19.0,2
3,4,2,0,0.0,146.0,2
5,0,2,0,0.0,92.0,2
1,0,2,0,0.0,537.0,3
6,2,2,0,0.0,20.0,2
3,1,2,1,0.0,70.0,2
5,0,2,0,0.0,141.0,2
2,0,2,0,1.0,39.0,2
2,4,2,0,0.3280423333333333,156.0,2
10,4,2,0,0.0,40.0,2
3,0,2,0,0.3333333333333333,101.0,2
8,0,2,0,0.125,156.0,2
2,0,1,0,0.0,34.0,1
3,0,2,0,0.0,69.0,1
1,4,2,1,0.198718,32.0,2
2,3,2,0,0.0,40.0,1
8,4,2,0,0.0,145.0,2
2,0,1,2,0.0,26.0,2
3,0,2,0,0.0,260.0,2
3,0,2,0,0.3155216666666666,59.0,2
6,0,2,0,0.0,118.0,2
4,0,0,0,0.25,106.0,2
3,1,3,0,0.0,134.0,1
1,3,2,1,0.0,39.0,2
1,0,3,0,0.0,259.0,2
5,0,2,0,0.0,55.0,2
4,3,2,0,0.2683982857142857,76.0,2
2,0,2,0,0.0,135.0,2
3,0,2,0,0.0,7344.0,2
2,0,1,0,0.5,55.0,2
2,0,1,2,0.0,181.0,2
2,0,1,0,0.469697,21.0,2
19,4,2,0,0.0,70.0,2
6,0,2,0,0.0,34.0,2
5,3,2,0,0.0,340499.0,2
2,2,2,0,0.73159575,48.0,2
2,1,2,0,0.0,165.0,2
3,4,2,0,0.281791,88.0,2
3,0,2,0,0.0,11491461.0,2
2,3,2,0,0.1850746,29.0,2
4,3,2,0,0.0,70.0,1
10,3,2,0,0.0,140.0,2
6,4,2,0,0.1,53.0,2
2,1,2,0,0.0,104.0,2
3,1,2,0,0.0,45.0,1
8,4,2,0,0.0782828333333333,113.0,1
8,0,2,0,0.0,48.0,2
3,1,2,0,0.2421875,45.0,2
4,3,2,0,0.1362637142857142,34.0,1
2,1,2,0,0.0,67.0,1
5,0,2,0,0.0,85.0,2
5,4,2,0,0.1043771111111111,54.0,2
1,0,1,0,0.0,118.0,2
2,0,2,0,0.0,229.0,2
6,3,2,0,0.1043771111111111,46.0,2
1,0,3,0,0.0,249.0,3
2,4,2,0,0.1631578333333333,46.0,2
2,0,1,0,0.0,286.0,2
5,1,1,0,0.0,182.0,2
4,1,1,0,0.2,53.0,2
12,2,2,0,0.0,56.0,2
2,4,2,0,0.0,201.0,2
6,0,2,0,0.0,73441.0,2
2,0,2,0,0.0,76.0,1
4,3,2,0,0.0,123.0,2
7,0,2,0,0.1640211666666666,195643.0,2
4,1,2,0,0.0,291.0,2
3,0,1,0,0.0,173.0,2
2,4,2,0,0.1589743333333333,37.0,2
3,3,2,0,0.1666666666666666,33.0,2
6,3,2,0,0.0,112.0,2
6,4,2,0,0.0,56.0,2
2,0,3,0,0.0,5.0,2
7,0,2,0,0.0,846010.0,2
4,1,2,0,0.0,37.0,2
4,2,2,0,0.0,69.0,2
5,1,2,0,0.1666666666666666,162.0,2
3,4,2,0,0.1398495714285714,85.0,2
5,0,2,0,0.0,165.0,2
5,3,2,0,0.11742425,32.0,2
2,0,2,0,0.0,17500741.0,2
2,0,2,0,0.0,78.0,1
3,3,2,0,0.3221321666666666,24.0,2
4,0,2,0,0.2421875,25.0,2
3,1,1,0,0.0,185.0,2
25,1,2,0,0.0,95.0,2
2,3,2,0,0.1907692,61.0,2
2,3,2,0,0.5865586,23.0,2
1,3,2,1,0.0,22.0,2
24,3,2,0,0.0347923703703703,39.0,2
1,0,1,0,1.0,52.0,3
4,1,1,0,0.5766534,26.0,2
6,1,1,0,0.2796991428571428,360.0,2
2,1,1,0,0.0,20.0,1
18,0,2,0,0.0,107.0,2
7,3,2,0,0.0,104.0,1
2,3,2,0,0.1878788,41.0,2
3,0,2,0,0.3263156666666666,27.0,2
4,0,1,0,0.0,105.0,2
2,0,2,0,0.5,79.0,2
1,0,1,0,0.0,366.0,3
4,1,2,0,0.0,95.0,2
6,0,2,0,0.0,90.0,1
3,0,2,0,0.0,217.0,2
1,0,1,0,0.0,34.0,1
1,0,3,0,0.0,104.0,2
3,3,2,0,0.0,255.0,2
4,2,2,0,0.0,49.0,2
2,1,2,0,0.0,63.0,2
4,1,2,0,0.0,47.0,2
2,0,2,0,0.984375,17.0,2
4,2,2,0,0.4811065,22.0,2
2,1,2,1,0.0,49.0,2
12,2,2,0,0.0,55.0,2
2,1,1,1,0.0,15.0,2
2,4,2,0,0.0,69.0,2
5,0,1,0,0.0,68.0,2
4,3,2,0,0.1341991428571428,92.0,2
8,1,2,0,0.0,90.0,2
3,1,1,0,0.0,128.0,2
2,2,2,1,0.0,54.0,1
1,0,2,0,0.0,519.0,3
2,1,1,0,0.0,313.0,2
5,1,2,0,0.0,71.0,2
16,3,2,0,0.0,199.0,2
3,3,2,0,0.0,34.0,1
1,0,2,0,0.0,84609.0,3
5,3,2,0,0.123015875,67.0,2
1,0,2,0,1.0,126.0,3
1,0,1,0,0.0,247.0,2
2,0,2,0,0.0,7875.0,2
13,2,2,0,0.2,92.0,2
3,0,3,0,0.0,38.0,2
5,3,2,0,0.0,76.0,2
1,2,2,1,0.0,44.0,1
1,0,1,2,0.0,182.0,2
1,0,0,0,0.0,70.0,3
5,4,2,0,0.2222222222222222,51.0,1
4,0,1,0,0.0,81.0,2
2,1,2,0,0.6666666666666666,29.0,2
3,4,2,0,0.1383928571428571,120.0,2
4,0,2,0,0.25,73.0,2
3,0,2,0,0.3039216666666666,19.0,2
3,1,1,1,0.25,119.0,2
1,0,1,0,0.96875,17.0,2
3,0,1,0,0.0,119.0,2
3,0,1,0,0.3333333333333333,53.0,2
4,0,1,0,0.0,46.0,2
6,4,2,0,0.0,73.0,2
1,1,2,1,0.0,75.0,2
2,4,2,0,0.1565656666666666,62.0,2
1,0,1,0,0.0,236.0,1
2,2,2,0,0.25,86.0,2
2,1,2,0,0.0,80.0,1
3,2,1,0,0.0,1777.0,2
4,3,2,0,0.1302521428571428,82.0,2
3,3,2,0,0.0,2230.0,2
3,2,2,0,0.0,182.0,2
2,0,2,0,0.0,3023755.0,1
2,0,3,0,0.0,67.0,1
1,0,2,0,0.0,388.0,3
4,4,2,1,0.11923075,52.0,2
1,0,1,0,0.0,212.0,3
4,1,2,0,0.0,29.0,2
2,1,2,1,0.0,56.0,2
4,0,2,0,0.0,92.0,1
26,0,2,0,0.0384615384615384,290.0,2
2,4,2,0,0.25,67.0,2
3,2,2,0,0.0,91.0,2
4,0,3,0,0.0,22.0,2
2,2,2,0,0.984127,789.0,2
5,0,1,0,0.0,33.0,1
3,0,2,0,0.0,4734323.0,2
2,0,2,0,0.0,457.0,2
1,0,3,0,0.0,68.0,2
3,2,2,0,0.0,136.0,2
2,0,2,0,0.0,317.0,2
1,0,2,0,0.96875,101.0,3
2,2,1,1,0.0,89.0,2
3,4,2,0,0.0,133.0,2
3,2,2,1,0.0,604.0,2
1,0,3,0,0.0,151.0,3
5,1,2,0,0.0,76.0,2
1,0,1,0,0.0,284.0,2
1,1,1,1,0.0,259.0,2
4,0,2,0,0.73421025,16.0,2
3,0,1,0,0.0,273.0,2
4,2,2,0,0.322164,20.0,2
2,1,1,0,0.3280423333333333,119.0,2
1,0,1,0,1.0,125.0,3
5,4,2,0,0.0,178.0,2
14,4,2,0,0.0,194.0,2
3,3,1,0,0.0,36.0,2
2,1,2,0,0.3179486666666666,38.0,2
3,1,1,0,0.0,134.0,2
2,0,2,0,0.0,622751.0,2
7,4,2,0,0.0,603193.0,2
2,1,2,0,0.0,188.0,2
2,0,1,0,0.484375,16.0,2
3,2,2,0,0.1850746,47.0,2
1,3,2,1,0.0,166.0,2
3,1,2,0,0.0,89.0,1
1,0,3,0,0.0,11.0,1
1,2,2,1,0.6623933333333333,13.0,2
3,1,3,0,0.0,160.0,1
3,4,0,0,0.0,32.0,2
1,0,3,0,0.96875,50.0,2
4,0,3,0,0.0,59.0,2
12,3,2,0,0.0666666666666666,287.0,2
5,4,2,0,0.0,99.0,2
1,0,1,0,0.0,287.0,3
5,3,2,0,0.491303875,22.0,2
4,3,2,0,0.0,36.0,1
7,0,1,0,0.0,85.0,2
1,0,1,0,0.0,184.0,2
3,0,2,0,0.0,166.0,2
3,0,2,0,0.0,247.0,2
6,1,1,0,0.0,31.0,2
3,0,2,0,0.0,161.0,2
1,0,2,0,0.0,374.0,3
2,4,2,0,0.0,102120.0,2
2,0,1,0,0.4558825,7.0,2
2,1,2,0,0.3179486666666666,28.0,2
2,1,2,0,0.0,240.0,2
5,3,2,0,0.122368375,256.0,1
2,4,2,0,0.469697,49.0,2
3,3,2,0,0.0,99.0,2
2,3,2,0,0.5636364,61.0,2
8,1,1,0,0.0,211.0,2
4,0,2,0,0.25,55.0,2
1,0,3,0,0.0,233.0,3
7,2,1,0,0.0,66.0,2
9,3,2,0,0.0,55.0,2
3,4,2,0,0.1428571428571428,102.0,2
2,3,0,0,0.19375,178.0,1
3,0,3,0,0.0,83.0,2
2,1,2,0,0.0,48492.0,2
1,0,1,0,0.939394,48.0,2
1,0,3,0,0.0,220.0,2
3,4,2,0,0.1428571428571428,21.0,2
13,0,2,0,0.0,63.0,2
2,2,1,0,0.0,39.0,2
3,0,2,0,0.3084576666666666,78.0,2
2,0,1,0,0.4894735,36.0,2
4,0,2,0,0.75,41.0,2
1,0,1,0,0.0,261.0,2
2,0,2,0,0.0,131.0,2
1,0,2,0,0.0,345.0,3
2,3,2,0,0.0,197614.0,2
3,2,2,0,0.19375,56.0,2
2,0,1,0,0.0,106.0,2
1,0,1,0,0.978947,9.0,2
1,0,1,0,0.0,217.0,3
2,0,3,0,0.0,93.0,1
1,3,2,1,0.469697,33.0,1
3,1,2,0,0.0,47.0,1
2,0,2,0,0.939394,40.0,2
3,2,2,1,0.0,63.0,2
3,3,2,1,0.0,117.0,2
5,2,2,0,0.0,292.0,2
2,2,2,1,0.0,42.0,2
1,0,3,0,1.0,30.0,2
1,0,2,0,0.96875,49.0,3
6,0,1,0,0.0,170.0,2
5,0,2,0,0.0,144.0,2
4,3,2,0,0.2740487142857142,34.0,2
1,3,1,1,0.0,77.0,2
3,1,1,0,0.2421875,130.0,2
8,1,2,0,0.0,146.0,2
4,0,1,0,0.0,106.0,2
5,3,2,0,0.0,133.0,2
1,0,1,0,0.0,495.0,2
4,4,2,0,0.12109375,28.0,2
2,1,1,0,0.0,366.0,2
1,0,1,0,0.0,388.0,3
2,2,2,0,0.0,132.0,2
1,0,3,0,0.0,164.0,3
1,1,2,1,0.0,88.0,2
8,0,2,0,0.0,77.0,2
2,0,2,0,0.0,45.0,1
9,3,2,0,0.0,57.0,2
1,3,1,1,0.0,113.0,2
1,0,3,0,0.978947,6.0,2
3,0,1,0,0.0,90.0,2
3,2,1,0,0.0,137.0,1
5,2,2,0,0.1405895714285714,350.0,2
2,1,1,0,0.0,61.0,2
3,0,2,0,0.984127,6.0,3
1,3,1,1,0.0,18.0,2
3,0,2,0,0.3131313333333333,50.0,2
7,3,2,0,0.0,50.0,2
3,2,2,1,0.0,122.0,2
2,1,2,0,0.65625,130.0,2
4,1,2,0,0.571547,35.0,2
3,0,2,0,0.0,90663.0,2
6,0,3,0,0.96875,43.0,2
2,0,2,0,0.4894735,30.0,2
5,2,2,0,0.0,65.0,1
1,1,2,1,0.0,56.0,1
2,1,2,1,0.0,16.0,2
3,1,3,0,0.0,90.0,2
2,0,2,0,0.0,151.0,2
5,0,2,0,0.0,1891764.0,2
4,1,2,0,0.0,209.0,2
1,4,2,1,0.0,26.0,2
2,0,1,0,0.4894735,20.0,2
2,3,2,0,0.0,45.0,1
4,3,1,0,0.1413374285714285,334.0,2
3,1,2,0,0.0,13734.0,1
2,1,1,0,0.0,127.0,2
4,1,1,0,0.0,74.0,2
3,0,1,0,0.0,56.0,1
4,0,2,0,0.2421875,21.0,2
5,0,2,0,0.0,604645.0,2
2,0,2,0,0.978947,1192.0,2
2,2,2,0,0.0,29.0,1
2,1,1,0,0.0,181.0,1
1,1,3,1,0.0,329.0,2
2,4,1,0,0.0,47.0,2
2,1,2,0,0.0,169.0,2
3,1,2,0,0.0,66.0,1
3,3,2,0,0.0,136698.0,2
4,3,2,0,0.0,601.0,2
4,2,2,0,0.0,67.0,2
2,0,1,0,0.0,221.0,2
1,0,1,0,0.0,325.0,3
16,0,1,0,0.0,323.0,2
1,0,1,0,1.0,16.0,2
4,1,1,0,0.0,498.0,2
2,4,2,0,0.1614583333333333,25.0,2
2,4,2,0,0.0,161.0,2
3,0,2,0,0.6526313333333333,22.0,2
6,4,2,0,0.0,140.0,2
1,2,2,1,0.0,3098.0,2
2,0,2,0,0.0,13.0,3
0,0,1,2,1.0,185.0,2
8,0,2,0,0.125,81.0,2
2,0,2,0,0.0,689078.0,2
2,0,3,0,0.0,16.0,2
1,0,3,0,0.0,133.0,2
5,2,2,0,0.0,47.0,2
3,4,2,0,0.0,47.0,1
3,4,2,0,0.1341991428571428,45.0,2
1,0,1,0,0.925373,27.0,2
2,0,2,0,0.4894735,125.0,2
12,0,2,0,0.0,1347447.0,2
6,3,3,0,0.0,185.0,2
1,0,2,0,0.0,504.0,3
2,4,2,0,0.3179486666666666,31.0,2
4,0,1,2,0.0,35.0,2
4,2,2,0,0.0,88.0,2
6,1,2,0,0.0,57.0,1
6,0,2,0,0.0,4642.0,2
5,3,2,0,0.0,242.0,2
3,4,2,1,0.0,8.0,2
6,1,2,0,0.0,279.0,2
4,3,2,1,0.3333333333333333,33.0,1
6,4,2,0,0.0,78.0,2
4,2,2,1,0.1655983333333333,20.0,1
3,0,3,0,0.650959,126.0,2
4,0,1,0,0.0,170.0,2
12,3,2,0,0.0,470.0,2
1,1,2,1,0.476923,18.0,1
2,0,2,0,0.4894735,50.0,2
4,0,2,0,0.0,211.0,2
1,0,3,0,0.0,387.0,3
2,0,3,0,0.0,168.0,2
2,0,2,0,0.0,260.0,2
3,3,1,0,0.0,243.0,2
1,1,1,1,0.0,16.0,1
3,0,2,0,0.3263156666666666,33.0,2
5,1,1,0,0.0,382.0,2
4,3,2,0,0.0,22.0,2
2,0,1,0,0.0,87.0,2
3,1,1,0,0.0,176.0,2
2,0,1,0,0.0,65.0,1
2,4,2,0,0.0,320.0,2
7,0,2,0,0.0,119.0,2
3,0,2,0,0.3084576666666666,39.0,2
5,3,2,0,0.0,44.0,1
2,0,2,0,0.469697,105.0,2
3,0,2,0,0.3039216666666666,30.0,2
4,2,2,0,0.0,128.0,2
23,3,2,0,0.0,87.0,1
3,1,2,0,0.47608,81.0,1
5,3,3,0,0.0,40.0,2
3,0,2,0,0.0,237.0,1
1,1,2,1,0.0,108.0,2
2,0,2,0,0.0,143.0,1
9,0,2,0,0.0,132.0,2
1,0,0,0,0.0,113.0,2
1,1,3,1,0.0,14.0,2
1,0,3,0,0.0,141.0,2
3,0,2,0,0.0,1550581.0,2
2,2,2,0,0.0,97.0,2
4,0,1,0,0.0,171.0,1
3,0,1,0,0.6310433333333333,2.0,2
2,0,1,0,0.0,42.0,1
11,4,1,0,0.0,999.0,2
2,0,1,0,0.4894735,9.0,2
2,4,2,0,0.0,142.0,2
5,0,1,0,0.0,203.0,2
2,0,1,0,0.0,297.0,2
7,1,1,0,0.61835125,366.0,2
4,2,2,0,0.0,213.0,2
4,3,2,0,0.0,178.0,2
4,0,2,0,0.0,289.0,2
8,4,2,0,0.1666666666666666,34.0,2
1,3,2,1,0.2483975,17.0,2
3,3,2,0,0.0,47.0,1
3,3,2,0,0.1631578333333333,22.0,2
4,2,2,0,0.0,151.0,2
2,3,2,0,0.380864,27.0,2
1,0,2,0,1.0,115.0,3
1,2,2,1,0.0,8.0,2
4,0,2,0,0.0,426.0,1
1,3,2,1,0.0,119.0,2
6,2,1,1,0.0,100.0,1
2,3,2,1,0.0,63.0,2
2,0,2,0,0.0,3136740.0,1
1,0,3,0,0.0,86.0,1
1,0,1,0,0.0,116.0,2
4,2,2,0,0.0,2843.0,2
6,2,2,0,0.0,77.0,2
3,3,1,1,0.1655983333333333,40.0,2
6,2,2,0,0.0,111.0,1
7,2,1,0,0.0,210.0,1
8,4,2,0,0.0,244.0,2
9,0,2,0,0.4195687777777777,32.0,2
2,0,2,0,0.0,160.0,2
2,0,2,0,0.989362,419.0,2
7,2,2,0,0.1087718888888888,32.0,2
5,1,2,0,0.0,25.0,2
1,0,1,0,1.0,6.0,2
1,0,1,2,0.0,151.0,2
4,0,2,0,0.0,505.0,2
3,1,3,0,0.0,188.0,2
5,0,2,0,0.0,176.0,2
